unique_id,ds,y,y_hat_naive2
Y1,1970-02-01,7290.2,7261.1
Y1,1970-02-02,7392.6,7261.1
Y1,1970-02-03,7527.6,7261.1
Y1,1970-02-04,7594.8,7261.1
Y1,1970-02-05,7720.7,7261.1
Y1,1970-02-06,7823.2,7261.1
Y10,1970-01-20,2170.2039999999997,2330.471
Y10,1970-01-21,2162.9,2330.471
Y10,1970-01-22,2181.906,2330.471
Y10,1970-01-23,2167.475,2330.471
Y10,1970-01-24,2135.708,2330.471
Y10,1970-01-25,2122.196,2330.471
Y100,1970-02-24,8511.492213,8338.638764
Y100,1970-02-25,8641.627995,8338.638764
Y100,1970-02-26,8642.419661,8338.638764
Y100,1970-02-27,8816.620618,8338.638764
Y100,1970-02-28,8799.285497,8338.638764
Y100,1970-03-01,8993.35407,8338.638764
Y1000,1970-01-21,173.0,289.0
Y1000,1970-01-22,114.0,289.0
Y1000,1970-01-23,194.0,289.0
Y1000,1970-01-24,285.0,289.0
Y1000,1970-01-25,405.0,289.0
Y1000,1970-01-26,413.0,289.0
Y1001,1970-01-21,440.0,270.0
Y1001,1970-01-22,310.0,270.0
Y1001,1970-01-23,230.0,270.0
Y1001,1970-01-24,450.0,270.0
Y1001,1970-01-25,670.0,270.0
Y1001,1970-01-26,760.0,270.0
Y1002,1970-01-21,980.0,660.0
Y1002,1970-01-22,1230.0,660.0
Y1002,1970-01-23,1160.0,660.0
Y1002,1970-01-24,1880.0,660.0
Y1002,1970-01-25,1720.0,660.0
Y1002,1970-01-26,1560.0,660.0
Y1003,1970-01-21,358.0,289.0
Y1003,1970-01-22,307.0,289.0
Y1003,1970-01-23,328.0,289.0
Y1003,1970-01-24,550.0,289.0
Y1003,1970-01-25,610.0,289.0
Y1003,1970-01-26,962.0,289.0
Y1004,1970-01-21,175.0,168.0
Y1004,1970-01-22,152.0,168.0
Y1004,1970-01-23,243.0,168.0
Y1004,1970-01-24,466.0,168.0
Y1004,1970-01-25,548.0,168.0
Y1004,1970-01-26,587.0,168.0
Y1005,1970-01-21,307.0,285.0
Y1005,1970-01-22,330.0,285.0
Y1005,1970-01-23,369.0,285.0
Y1005,1970-01-24,547.0,285.0
Y1005,1970-01-25,707.0,285.0
Y1005,1970-01-26,850.0,285.0
Y1006,1970-01-21,1730.0,1090.0
Y1006,1970-01-22,2090.0,1090.0
Y1006,1970-01-23,3040.0,1090.0
Y1006,1970-01-24,4750.0,1090.0
Y1006,1970-01-25,3750.0,1090.0
Y1006,1970-01-26,3380.0,1090.0
Y1007,1970-01-21,1650.0,1150.0
Y1007,1970-01-22,1020.0,1150.0
Y1007,1970-01-23,1530.0,1150.0
Y1007,1970-01-24,1610.0,1150.0
Y1007,1970-01-25,1700.0,1150.0
Y1007,1970-01-26,2060.0,1150.0
Y1008,1970-01-21,1158.0,1087.0
Y1008,1970-01-22,1431.0,1087.0
Y1008,1970-01-23,2163.0,1087.0
Y1008,1970-01-24,2796.0,1087.0
Y1008,1970-01-25,2676.0,1087.0
Y1008,1970-01-26,2928.0,1087.0
Y1009,1970-01-21,653.0,600.0
Y1009,1970-01-22,539.0,600.0
Y1009,1970-01-23,760.0,600.0
Y1009,1970-01-24,1307.0,600.0
Y1009,1970-01-25,1210.0,600.0
Y1009,1970-01-26,1326.0,600.0
Y101,1970-01-20,1890.1073579999997,1590.551412
Y101,1970-01-21,2088.622714,1590.551412
Y101,1970-01-22,2162.075003,1590.551412
Y101,1970-01-23,2759.10773,1590.551412
Y101,1970-01-24,2547.947426,1590.551412
Y101,1970-01-25,2554.177494,1590.551412
Y1010,1970-01-21,610.0,850.0
Y1010,1970-01-22,400.0,850.0
Y1010,1970-01-23,380.0,850.0
Y1010,1970-01-24,200.0,850.0
Y1010,1970-01-25,350.0,850.0
Y1010,1970-01-26,690.0,850.0
Y1011,1970-01-21,860.0,1280.0
Y1011,1970-01-22,770.0,1280.0
Y1011,1970-01-23,730.0,1280.0
Y1011,1970-01-24,1500.0,1280.0
Y1011,1970-01-25,2210.0,1280.0
Y1011,1970-01-26,3480.0,1280.0
Y1012,1970-01-21,700.0,811.0
Y1012,1970-01-22,683.0,811.0
Y1012,1970-01-23,826.0,811.0
Y1012,1970-01-24,930.0,811.0
Y1012,1970-01-25,1093.0,811.0
Y1012,1970-01-26,935.0,811.0
Y1013,1970-01-21,762.0,432.0
Y1013,1970-01-22,937.0,432.0
Y1013,1970-01-23,1264.0,432.0
Y1013,1970-01-24,1680.0,432.0
Y1013,1970-01-25,1499.0,432.0
Y1013,1970-01-26,1557.0,432.0
Y1014,1970-01-21,720.0,1410.0
Y1014,1970-01-22,540.0,1410.0
Y1014,1970-01-23,1390.0,1410.0
Y1014,1970-01-24,2070.0,1410.0
Y1014,1970-01-25,2240.0,1410.0
Y1014,1970-01-26,2490.0,1410.0
Y1015,1970-01-21,1210.0,2420.0
Y1015,1970-01-22,1340.0,2420.0
Y1015,1970-01-23,2100.0,2420.0
Y1015,1970-01-24,3700.0,2420.0
Y1015,1970-01-25,4780.0,2420.0
Y1015,1970-01-26,10410.0,2420.0
Y1016,1970-01-21,3070.0,3090.0
Y1016,1970-01-22,3040.0,3090.0
Y1016,1970-01-23,3680.0,3090.0
Y1016,1970-01-24,4090.0,3090.0
Y1016,1970-01-25,4270.0,3090.0
Y1016,1970-01-26,4640.0,3090.0
Y1017,1970-01-21,1086.0,621.0
Y1017,1970-01-22,873.0,621.0
Y1017,1970-01-23,1600.0,621.0
Y1017,1970-01-24,2939.0,621.0
Y1017,1970-01-25,3139.0,621.0
Y1017,1970-01-26,3315.0,621.0
Y1018,1970-01-21,3700.0,3300.0
Y1018,1970-01-22,3300.0,3300.0
Y1018,1970-01-23,3700.0,3300.0
Y1018,1970-01-24,5800.0,3300.0
Y1018,1970-01-25,4500.0,3300.0
Y1018,1970-01-26,9800.0,3300.0
Y1019,1970-01-21,1500.0,1500.0
Y1019,1970-01-22,1600.0,1500.0
Y1019,1970-01-23,1300.0,1500.0
Y1019,1970-01-24,1500.0,1500.0
Y1019,1970-01-25,2000.0,1500.0
Y1019,1970-01-26,1400.0,1500.0
Y102,1970-01-16,8842.116666,8927.531105
Y102,1970-01-17,8850.409190999999,8927.531105
Y102,1970-01-18,8878.049529,8927.531105
Y102,1970-01-19,8921.286404999999,8927.531105
Y102,1970-01-20,9182.042189,8927.531105
Y102,1970-01-21,9139.435762000001,8927.531105
Y1020,1970-01-21,2410.0,2350.0
Y1020,1970-01-22,1550.0,2350.0
Y1020,1970-01-23,2420.0,2350.0
Y1020,1970-01-24,2310.0,2350.0
Y1020,1970-01-25,6370.0,2350.0
Y1020,1970-01-26,2310.0,2350.0
Y1021,1970-01-21,500.0,480.0
Y1021,1970-01-22,450.0,480.0
Y1021,1970-01-23,420.0,480.0
Y1021,1970-01-24,1060.0,480.0
Y1021,1970-01-25,190.0,480.0
Y1021,1970-01-26,270.0,480.0
Y1022,1970-01-21,660.0,880.0
Y1022,1970-01-22,360.0,880.0
Y1022,1970-01-23,440.0,880.0
Y1022,1970-01-24,680.0,880.0
Y1022,1970-01-25,650.0,880.0
Y1022,1970-01-26,660.0,880.0
Y1023,1970-01-21,770.0,630.0
Y1023,1970-01-22,760.0,630.0
Y1023,1970-01-23,610.0,630.0
Y1023,1970-01-24,910.0,630.0
Y1023,1970-01-25,780.0,630.0
Y1023,1970-01-26,910.0,630.0
Y1024,1970-01-21,850.0,850.0
Y1024,1970-01-22,560.0,850.0
Y1024,1970-01-23,490.0,850.0
Y1024,1970-01-24,760.0,850.0
Y1024,1970-01-25,830.0,850.0
Y1024,1970-01-26,740.0,850.0
Y1025,1970-01-21,710.0,740.0
Y1025,1970-01-22,920.0,740.0
Y1025,1970-01-23,1070.0,740.0
Y1025,1970-01-24,1130.0,740.0
Y1025,1970-01-25,980.0,740.0
Y1025,1970-01-26,1210.0,740.0
Y1026,1970-01-21,1910.0,1730.0
Y1026,1970-01-22,1780.0,1730.0
Y1026,1970-01-23,1570.0,1730.0
Y1026,1970-01-24,1720.0,1730.0
Y1026,1970-01-25,1950.0,1730.0
Y1026,1970-01-26,1990.0,1730.0
Y1027,1970-01-21,2400.0,1500.0
Y1027,1970-01-22,1800.0,1500.0
Y1027,1970-01-23,1800.0,1500.0
Y1027,1970-01-24,1800.0,1500.0
Y1027,1970-01-25,2300.0,1500.0
Y1027,1970-01-26,2000.0,1500.0
Y1028,1970-01-21,1700.0,1900.0
Y1028,1970-01-22,1400.0,1900.0
Y1028,1970-01-23,1400.0,1900.0
Y1028,1970-01-24,2000.0,1900.0
Y1028,1970-01-25,2200.0,1900.0
Y1028,1970-01-26,4900.0,1900.0
Y1029,1970-01-21,4320.0,4410.0
Y1029,1970-01-22,4470.0,4410.0
Y1029,1970-01-23,4650.0,4410.0
Y1029,1970-01-24,4720.0,4410.0
Y1029,1970-01-25,4860.0,4410.0
Y1029,1970-01-26,5120.0,4410.0
Y103,1970-02-05,5266.499578,3609.3517479999996
Y103,1970-02-06,5178.511665999999,3609.3517479999996
Y103,1970-02-07,5064.666563000001,3609.3517479999996
Y103,1970-02-08,5053.510339,3609.3517479999996
Y103,1970-02-09,5038.717206,3609.3517479999996
Y103,1970-02-10,5114.681165999999,3609.3517479999996
Y1030,1970-01-21,3200.0,3140.0
Y1030,1970-01-22,3270.0,3140.0
Y1030,1970-01-23,3330.0,3140.0
Y1030,1970-01-24,3390.0,3140.0
Y1030,1970-01-25,3430.0,3140.0
Y1030,1970-01-26,3540.0,3140.0
Y1031,1970-01-21,11530.0,11420.0
Y1031,1970-01-22,11800.0,11420.0
Y1031,1970-01-23,11960.0,11420.0
Y1031,1970-01-24,12000.0,11420.0
Y1031,1970-01-25,12180.0,11420.0
Y1031,1970-01-26,12260.0,11420.0
Y1032,1970-01-19,4390.6,4573.4
Y1032,1970-01-20,4704.4,4573.4
Y1032,1970-01-21,4770.0,4573.4
Y1032,1970-01-22,4770.0,4573.4
Y1032,1970-01-23,5326.4,4573.4
Y1032,1970-01-24,5326.4,4573.4
Y1033,1970-01-19,2459.8,2458.8
Y1033,1970-01-20,2476.61,2458.8
Y1033,1970-01-21,2585.78,2458.8
Y1033,1970-01-22,3306.84,2458.8
Y1033,1970-01-23,3079.1,2458.8
Y1033,1970-01-24,3686.81,2458.8
Y1034,1970-01-21,3240.0,3180.0
Y1034,1970-01-22,3260.0,3180.0
Y1034,1970-01-23,3350.0,3180.0
Y1034,1970-01-24,3430.0,3180.0
Y1034,1970-01-25,3520.0,3180.0
Y1034,1970-01-26,3620.0,3180.0
Y1035,1970-01-21,1780.0,1780.0
Y1035,1970-01-22,1820.0,1780.0
Y1035,1970-01-23,1840.0,1780.0
Y1035,1970-01-24,1860.0,1780.0
Y1035,1970-01-25,1900.0,1780.0
Y1035,1970-01-26,1920.0,1780.0
Y1036,1970-01-19,1759.0,4367.0
Y1036,1970-01-20,1781.0,4367.0
Y1036,1970-01-21,1850.0,4367.0
Y1036,1970-01-22,1780.0,4367.0
Y1036,1970-01-23,1873.0,4367.0
Y1036,1970-01-24,1859.0,4367.0
Y1037,1970-01-21,5150.0,5360.0
Y1037,1970-01-22,5090.0,5360.0
Y1037,1970-01-23,5140.0,5360.0
Y1037,1970-01-24,5160.0,5360.0
Y1037,1970-01-25,5160.0,5360.0
Y1037,1970-01-26,5260.0,5360.0
Y1038,1970-01-21,1538.0,1529.0
Y1038,1970-01-22,1567.0,1529.0
Y1038,1970-01-23,1589.0,1529.0
Y1038,1970-01-24,1592.0,1529.0
Y1038,1970-01-25,1611.0,1529.0
Y1038,1970-01-26,1611.0,1529.0
Y1039,1970-01-19,5874.3,5797.9
Y1039,1970-01-20,5906.4,5797.9
Y1039,1970-01-21,6028.2,5797.9
Y1039,1970-01-22,6231.1,5797.9
Y1039,1970-01-23,4037.0,5797.9
Y1039,1970-01-24,4001.8,5797.9
Y104,1970-02-05,1736.928831,1775.434496
Y104,1970-02-06,1665.908761,1775.434496
Y104,1970-02-07,1706.1141670000002,1775.434496
Y104,1970-02-08,1579.553209,1775.434496
Y104,1970-02-09,1831.2441850000002,1775.434496
Y104,1970-02-10,1843.9991510000002,1775.434496
Y1040,1970-01-21,4920.0,4760.0
Y1040,1970-01-22,4930.0,4760.0
Y1040,1970-01-23,5020.0,4760.0
Y1040,1970-01-24,5000.0,4760.0
Y1040,1970-01-25,4960.0,4760.0
Y1040,1970-01-26,4850.0,4760.0
Y1041,1970-01-19,1521.895,1557.4029999999998
Y1041,1970-01-20,1665.885,1557.4029999999998
Y1041,1970-01-21,1755.746,1557.4029999999998
Y1041,1970-01-22,1795.9470000000001,1557.4029999999998
Y1041,1970-01-23,1770.4660000000001,1557.4029999999998
Y1041,1970-01-24,1932.457,1557.4029999999998
Y1042,1970-01-21,5030.0,4960.0
Y1042,1970-01-22,5090.0,4960.0
Y1042,1970-01-23,5260.0,4960.0
Y1042,1970-01-24,5420.0,4960.0
Y1042,1970-01-25,5520.0,4960.0
Y1042,1970-01-26,5640.0,4960.0
Y1043,1970-01-21,1546.0,1551.0
Y1043,1970-01-22,1547.0,1551.0
Y1043,1970-01-23,1534.0,1551.0
Y1043,1970-01-24,1547.0,1551.0
Y1043,1970-01-25,1576.0,1551.0
Y1043,1970-01-26,1613.0,1551.0
Y1044,1970-01-19,2583.4,2465.2
Y1044,1970-01-20,2864.3,2465.2
Y1044,1970-01-21,3008.3,2465.2
Y1044,1970-01-22,3083.6,2465.2
Y1044,1970-01-23,3233.5,2465.2
